filename_stem,pdb_id,stage,detail,heavy_species,anarci_chain_type
7wov_Ee_agA_m0,7wov,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
7wov_Ff_agB_m0,7wov,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
7wov_Gg_agB_m0,7wov,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
7wov_Hh_agC_m0,7wov,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
7wov_Ii_agC_m0,7wov,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
7wow_Dd_agA_m0,7wow,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
7wow_Ee_agA_m0,7wow,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
7wow_Ff_agB_m0,7wow,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
7wow_Gg_agB_m0,7wow,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
7wow_Hh_agC_m0,7wow,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
7wow_Ii_agC_m0,7wow,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
7wow_Mm_agJ_m0,7wow,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
7wow_Nn_agJ_m0,7wow,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
7wow_Oo_agK_m0,7wow,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
7wow_Pp_agK_m0,7wow,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
7wow_Qq_agL_m0,7wow,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
7wow_Rr_agL_m0,7wow,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
7y65_Ss_agA _ B_m0,7y65,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
8cz8_Aa_agM_m0,8cz8,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8cz8_Bb_agM_m0,8cz8,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
8cz8_Cc_agE_m0,8cz8,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8cz8_Dd_agE_m0,8cz8,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
8dy1_Cc_agA_m0,8dy1,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8dy1_Dd_agB_m0,8dy1,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8dy2_Aa_agNA_m0,8dy2,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
8dy2_Bb_agNA_m0,8dy2,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
8dy2_Cc_agNA_m0,8dy2,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
8dy2_Dd_agNA_m0,8dy2,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
8dy5_Aa_agC_m0,8dy5,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8dy5_Bb_agD_m0,8dy5,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8ek5_Ee_agA _ C_m0,8ek5,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8jin_Bb_agA_m0,8jin,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
8jin_Pp_agA_m0,8jin,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8jmm_Gg_agA_m0,8jmm,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8jmm_Hh_agA_m0,8jmm,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
8jmm_Ii_agB_m0,8jmm,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8jmm_Jj_agB_m0,8jmm,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
8jmm_Kk_agC_m0,8jmm,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8jmm_Ll_agC_m0,8jmm,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
8jmm_Mm_agD_m0,8jmm,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8jmm_Nn_agD_m0,8jmm,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
8jmm_Oo_agE_m0,8jmm,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8jmm_Pp_agE_m0,8jmm,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
8jmm_Qq_agF_m0,8jmm,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8jmm_Rr_agF_m0,8jmm,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
8pwu_Jj_agI_m0,8pwu,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
8r4o_Bb_agA_m0,8r4o,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8r4o_Hh_agG_m0,8r4o,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8r4o_Jj_agI_m0,8r4o,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8r4q_Bb_agA_m0,8r4q,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8r4q_Hh_agG_m0,8r4q,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8r4q_Jj_agI_m0,8r4q,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8r4u_Bb_agA_m0,8r4u,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8r4u_Dd_agC_m0,8r4u,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8r4u_Ff_agE_m0,8r4u,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8r4u_Hh_agG_m0,8r4u,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8u9s_Mm_agC _ D_m0,8u9s,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
8u9s_Nn_agG _ H_m0,8u9s,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
8ubi_Mm_agC _ D_m0,8ubi,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
8ubi_Nn_agG _ H_m0,8ubi,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
8ubj_Mm_agC _ D_m0,8ubj,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
8ubj_Nn_agG _ H_m0,8ubj,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
8ubk_Mm_agC _ B _ D_m0,8ubk,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
8ubk_Nn_agG _ H_m0,8ubk,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
8ubl_Mm_agC _ B _ D_m0,8ubl,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
8ubl_Nn_agG _ H_m0,8ubl,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
8vfx_Mm_agC _ D_m0,8vfx,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
8vfx_Nn_agG _ H_m0,8vfx,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
8vrr_Aa_agNA_m0,8vrr,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
8vrs_Cc_agB_m0,8vrs,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
8vrs_Dd_agA_m0,8vrs,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
8yk4_Aa_agC_m0,8yk4,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
8ykg_Dd_agC_m0,8ykg,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
8ykg_Ff_agB_m0,8ykg,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
8ykh_Aa_agB_m0,8ykh,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
8ytn_Aa_agNA_m0,8ytn,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,L
8yto_Aa_agNA_m0,8yto,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,L
8ytp_Aa_aga_m0,8ytp,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,L
8ywe_Bb_agA_m0,8ywe,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
8ywe_Cc_agA_m0,8ywe,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
9gry_Bb_agA_m0,9gry,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
9gs3_Aa_agB_m0,9gs3,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
9gs5_Bb_agA_m0,9gs5,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
